Taiwan Daily Report by NCHC,,,,,,,,,,,,,,,,,
ID,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred,manufacturer
"46,398",Japan,JPN,2021-11-04,"191,044,946","98,487,956","92,556,990",0,"449,185","454,172.00",151.56,78.13,73.43,0.00,"3,603.00","110,943",0.09,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,397",Japan,JPN,2021-11-03,"190,595,761","98,388,710","92,207,051",0,0,"550,479.00",151.21,78.05,73.15,0.00,"4,367.00","143,623",0.11,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,396",Japan,JPN,2021-11-02,0,0,0,0,0,"564,016.00",0.00,0.00,0.00,0.00,"4,475.00","148,190",0.12,
"46,395",Japan,JPN,2021-11-01,"190,022,071","98,250,592","91,771,479",0,"702,452","577,553.00",150.75,77.95,72.81,0.00,"4,582.00","152,757",0.12,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,394",Japan,JPN,2021-10-31,"189,319,619","98,090,221","91,229,398",0,0,"605,801.00",150.19,77.82,72.38,0.00,"4,806.00","167,924",0.13,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,393",Japan,JPN,2021-10-30,0,0,0,0,0,"619,186.00",0.00,0.00,0.00,0.00,"4,912.00","174,077",0.14,
"46,392",Japan,JPN,2021-10-29,0,0,0,0,0,"632,571.00",0.00,0.00,0.00,0.00,"5,018.00","180,229",0.14,
"46,391",Japan,JPN,2021-10-28,"187,865,740","97,711,358","90,154,382",0,"1,123,334","645,956.00",149.04,77.52,71.52,0.00,"5,125.00","186,382",0.15,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,390",Japan,JPN,2021-10-27,"186,742,406","97,383,346","89,359,060",0,0,"574,739.00",148.15,77.26,70.89,0.00,"4,560.00","168,546",0.13,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,389",Japan,JPN,2021-10-26,0,0,0,0,0,"611,558.00",0.00,0.00,0.00,0.00,"4,852.00","184,443",0.15,
"46,388",Japan,JPN,2021-10-25,"185,979,201","97,181,292","88,797,909",0,"900,186","714,734.00",147.54,77.10,70.45,0.00,"5,670.00","220,360",0.18,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,387",Japan,JPN,2021-10-24,"185,079,015","96,914,751","88,164,264",0,0,"694,271.00",146.83,76.89,69.94,0.00,"5,508.00","222,632",0.18,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,386",Japan,JPN,2021-10-23,0,0,0,0,0,"705,158.00",0.00,0.00,0.00,0.00,"5,594.00","234,486",0.19,
"46,385",Japan,JPN,2021-10-22,0,0,0,0,0,"716,046.00",0.00,0.00,0.00,0.00,"5,681.00","246,340",0.20,
"46,384",Japan,JPN,2021-10-21,"183,344,047","96,406,686","86,937,361",0,"624,811","726,934.00",145.45,76.48,68.97,0.00,"5,767.00","258,194",0.21,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,383",Japan,JPN,2021-10-20,"182,719,236","96,203,522","86,515,714",0,"639,337","728,159.00",144.96,76.32,68.64,0.00,"5,777.00","270,344",0.21,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,382",Japan,JPN,2021-10-19,"182,079,899","95,991,219","86,088,680",0,"1,103,838","742,676.00",144.45,76.15,68.30,0.00,"5,892.00","277,117",0.22,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,381",Japan,JPN,2021-10-18,"180,976,061","95,638,769","85,337,292",0,"756,940","753,614.00",143.57,75.87,67.70,0.00,"5,979.00","283,892",0.23,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,380",Japan,JPN,2021-10-17,"180,219,121","95,356,325","84,862,796",0,0,"798,182.00",142.97,75.65,67.32,0.00,"6,332.00","312,357",0.25,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,379",Japan,JPN,2021-10-16,0,0,0,0,0,"823,952.00",0.00,0.00,0.00,0.00,"6,537.00","323,714",0.26,
"46,378",Japan,JPN,2021-10-15,0,0,0,0,0,"849,723.00",0.00,0.00,0.00,0.00,"6,741.00","335,071",0.27,
"46,377",Japan,JPN,2021-10-14,"178,255,509","94,599,325","83,656,184",0,"633,389","875,493.00",141.42,75.05,66.37,0.00,"6,946.00","346,428",0.28,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,376",Japan,JPN,2021-10-13,"177,622,120","94,311,115","83,311,005",0,"740,956","918,410.00",140.91,74.82,66.09,0.00,"7,286.00","359,461",0.29,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,375",Japan,JPN,2021-10-12,"176,881,164","94,051,403","82,829,761",0,"1,180,399","942,699.00",140.33,74.61,65.71,0.00,"7,479.00","375,271",0.30,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,374",Japan,JPN,2021-10-11,"175,700,765","93,651,522","82,049,243",0,"1,068,915","991,194.00",139.39,74.30,65.09,0.00,"7,863.00","401,484",0.32,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,373",Japan,JPN,2021-10-10,"174,631,850","93,169,823","81,462,027",0,0,"1,026,067.00",138.54,73.91,64.63,0.00,"8,140.00","411,783",0.33,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,372",Japan,JPN,2021-10-09,0,0,0,0,0,"1,030,142.00",0.00,0.00,0.00,0.00,"8,172.00","418,316",0.33,
"46,371",Japan,JPN,2021-10-08,0,0,0,0,0,"1,034,217.00",0.00,0.00,0.00,0.00,"8,205.00","424,849",0.34,
"46,370",Japan,JPN,2021-10-07,"172,127,058","92,174,332","79,952,726",0,"933,807","1,038,292.00",136.55,73.12,63.43,0.00,"8,237.00","431,382",0.34,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,369",Japan,JPN,2021-10-06,"171,193,251","91,794,890","79,398,361",0,"910,982","1,065,004.00",135.81,72.82,62.99,0.00,"8,449.00","443,005",0.35,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,368",Japan,JPN,2021-10-05,"170,282,269","91,424,509","78,857,760",0,"1,519,865","1,100,698.00",135.09,72.53,62.56,0.00,"8,732.00","459,509",0.37,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,367",Japan,JPN,2021-10-04,"168,762,404","90,841,137","77,921,267",0,"1,313,026","1,100,749.00",133.88,72.07,61.82,0.00,"8,733.00","457,309",0.36,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,366",Japan,JPN,2021-10-03,"167,449,378","90,287,343","77,162,035",0,0,"1,136,371.00",132.84,71.63,61.22,0.00,"9,015.00","469,499",0.37,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,365",Japan,JPN,2021-10-02,0,0,0,0,0,"1,152,777.00",0.00,0.00,0.00,0.00,"9,145.00","471,348",0.37,
"46,364",Japan,JPN,2021-10-01,0,0,0,0,0,"1,169,183.00",0.00,0.00,0.00,0.00,"9,275.00","473,198",0.38,
"46,363",Japan,JPN,2021-09-30,"164,859,014","89,154,655","75,704,359",0,"1,120,794","1,185,588.00",130.79,70.73,60.06,0.00,"9,406.00","475,047",0.38,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,362",Japan,JPN,2021-09-29,"163,738,220","88,693,855","75,044,365",0,"1,160,836","1,138,904.00",129.90,70.36,59.54,0.00,"9,035.00","458,863",0.36,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,361",Japan,JPN,2021-09-28,"162,577,384","88,207,949","74,369,435",0,"1,520,225","1,086,500.00",128.98,69.98,59.00,0.00,"8,620.00","439,091",0.35,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,360",Japan,JPN,2021-09-27,"161,057,159","87,639,971","73,417,188",0,"1,562,377","1,134,065.00",127.77,69.53,58.24,0.00,"8,997.00","482,287",0.38,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,359",Japan,JPN,2021-09-26,"159,494,782","87,000,853","72,493,929",0,0,"1,026,445.00",126.53,69.02,57.51,0.00,"8,143.00","447,630",0.36,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,358",Japan,JPN,2021-09-25,0,0,0,0,0,"1,002,266.00",0.00,0.00,0.00,0.00,"7,951.00","448,489",0.36,
"46,357",Japan,JPN,2021-09-24,0,0,0,0,0,"978,087.00",0.00,0.00,0.00,0.00,"7,759.00","449,348",0.36,
"46,356",Japan,JPN,2021-09-23,"156,559,895","85,829,323","70,730,572",0,0,"953,908.00",124.20,68.09,56.11,0.00,"7,568.00","450,206",0.36,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,355",Japan,JPN,2021-09-22,0,0,0,0,0,"998,697.00",0.00,0.00,0.00,0.00,"7,923.00","476,179",0.38,
"46,354",Japan,JPN,2021-09-21,"154,971,886","85,134,310","69,837,576",0,"1,853,179","1,055,028.00",122.94,67.54,55.40,0.00,"8,370.00","511,922",0.41,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,353",Japan,JPN,2021-09-20,"153,118,707","84,263,962","68,854,745",0,0,"1,046,909.00",121.47,66.85,54.62,0.00,"8,305.00","526,829",0.42,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,352",Japan,JPN,2021-09-19,0,0,0,0,0,"1,142,439.00",0.00,0.00,0.00,0.00,"9,063.00","575,938",0.46,
"46,351",Japan,JPN,2021-09-18,0,0,0,0,0,"1,163,998.00",0.00,0.00,0.00,0.00,"9,234.00","589,812",0.47,
"46,350",Japan,JPN,2021-09-17,0,0,0,0,0,"1,185,557.00",0.00,0.00,0.00,0.00,"9,405.00","603,686",0.48,
"46,349",Japan,JPN,2021-09-16,"149,882,538","82,677,879","67,204,659",0,"1,107,527","1,207,116.00",118.91,65.59,53.32,0.00,"9,576.00","617,560",0.49,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,348",Japan,JPN,2021-09-15,"148,775,011","82,148,564","66,626,447",0,"1,188,319","1,211,318.00",118.03,65.17,52.86,0.00,"9,610.00","628,445",0.50,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,347",Japan,JPN,2021-09-14,"147,586,692","81,550,858","66,035,834",0,"1,796,348","1,213,338.00",117.09,64.70,52.39,0.00,"9,626.00","636,087",0.51,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,346",Japan,JPN,2021-09-13,"145,790,344","80,576,158","65,214,186",0,"1,477,755","1,443,575.00",115.66,63.92,51.74,0.00,"11,452.00","787,187",0.62,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,345",Japan,JPN,2021-09-12,"144,312,589","79,835,876","64,476,713",0,0,"1,326,293.00",114.49,63.34,51.15,0.00,"10,522.00","738,610",0.59,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,344",Japan,JPN,2021-09-11,0,0,0,0,0,"1,282,982.00",0.00,0.00,0.00,0.00,"10,178.00","725,268",0.58,
"46,343",Japan,JPN,2021-09-10,0,0,0,0,0,"1,239,671.00",0.00,0.00,0.00,0.00,"9,835.00","711,926",0.57,
"46,342",Japan,JPN,2021-09-09,"141,432,726","78,354,959","63,077,767",0,"1,136,943","1,196,360.00",112.20,62.16,50.04,0.00,"9,491.00","698,584",0.55,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,341",Japan,JPN,2021-09-08,"140,295,783","77,749,452","62,546,331",0,"1,202,458","1,180,279.00",111.30,61.68,49.62,0.00,"9,364.00","682,242",0.54,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,340",Japan,JPN,2021-09-07,"139,093,325","77,098,247","61,995,078",0,"3,408,007","1,170,387.00",110.35,61.16,49.18,0.00,"9,285.00","672,301",0.53,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,339",Japan,JPN,2021-09-06,"135,685,318","75,065,848","60,619,470",0,0,"989,351.00",107.64,59.55,48.09,0.00,"7,849.00","525,077",0.42,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,338",Japan,JPN,2021-09-05,0,0,0,0,0,"1,086,852.00",0.00,0.00,0.00,0.00,"8,622.00","566,589",0.45,
"46,337",Japan,JPN,2021-09-04,0,0,0,0,0,"1,130,460.00",0.00,0.00,0.00,0.00,"8,968.00","577,871",0.46,
"46,336",Japan,JPN,2021-09-03,0,0,0,0,0,"1,174,067.00",0.00,0.00,0.00,0.00,"9,314.00","589,153",0.47,
"46,335",Japan,JPN,2021-09-02,"133,058,203","73,464,874","59,593,329",0,"1,024,372","1,217,674.00",105.56,58.28,47.28,0.00,"9,660.00","600,435",0.48,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,334",Japan,JPN,2021-09-01,"132,033,831","72,973,757","59,060,074",0,"1,133,214","1,236,440.00",104.75,57.89,46.85,0.00,"9,809.00","612,088",0.49,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,333",Japan,JPN,2021-08-31,"130,900,617","72,392,138","58,508,479",0,"2,140,754","1,239,656.00",103.85,57.43,46.42,0.00,"9,835.00","610,812",0.49,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,332",Japan,JPN,2021-08-30,"128,759,863","71,390,309","57,369,554",0,"1,339,289","1,213,328.00",102.15,56.64,45.51,0.00,"9,626.00","580,690",0.46,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,331",Japan,JPN,2021-08-29,"127,420,574","70,699,480","56,721,094",0,0,"1,301,495.00",101.09,56.09,45.00,0.00,"10,325.00","594,996",0.47,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,330",Japan,JPN,2021-08-28,0,0,0,0,0,"1,286,449.00",0.00,0.00,0.00,0.00,"10,206.00","589,470",0.47,
"46,329",Japan,JPN,2021-08-27,0,0,0,0,0,"1,271,402.00",0.00,0.00,0.00,0.00,"10,086.00","583,945",0.46,
"46,328",Japan,JPN,2021-08-26,"124,534,483","69,261,828","55,272,655",0,0,"1,256,355.00",98.80,54.95,43.85,0.00,"9,967.00","578,419",0.46,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,327",Japan,JPN,2021-08-25,0,0,0,0,0,"1,244,914.00",0.00,0.00,0.00,0.00,"9,876.00","573,609",0.46,
"46,326",Japan,JPN,2021-08-24,"122,223,024","68,116,454","54,106,570",0,0,"1,267,359.00",96.96,54.04,42.92,0.00,"10,054.00","588,725",0.47,Moderna; Pfizer/BioNTech; Oxford/AstraZeneca
"46,325",Japan,JPN,2021-08-23,0,0,0,0,0,"1,316,511.00",0.00,0.00,0.00,0.00,"10,444.00","584,908",0.46,
"46,324",Japan,JPN,2021-08-22,"118,310,106","66,534,506","51,775,600",0,0,"1,199,745.00",93.86,52.78,41.08,0.00,"9,518.00","550,630",0.44,Moderna; Pfizer/BioNTech
"46,323",Japan,JPN,2021-08-21,0,0,0,0,0,"1,159,854.00",0.00,0.00,0.00,0.00,"9,201.00","531,637",0.42,
"46,322",Japan,JPN,2021-08-20,0,0,0,0,0,"1,119,963.00",0.00,0.00,0.00,0.00,"8,885.00","512,643",0.41,
"46,321",Japan,JPN,2021-08-19,"115,739,998","65,212,896","50,527,102",0,"1,075,645","1,080,071.00",91.82,51.74,40.08,0.00,"8,569.00","493,649",0.39,Moderna; Pfizer/BioNTech
"46,320",Japan,JPN,2021-08-18,"114,664,353","64,673,876","49,990,477",0,"1,312,843","1,083,255.00",90.97,51.31,39.66,0.00,"8,594.00","497,678",0.40,Moderna; Pfizer/BioNTech
"46,319",Japan,JPN,2021-08-17,"113,351,510","63,995,377","49,356,133",0,"2,300,521","1,095,851.00",89.93,50.77,39.16,0.00,"8,694.00","494,396",0.39,Moderna; Pfizer/BioNTech
"46,318",Japan,JPN,2021-08-16,"111,050,989","63,231,125","47,819,864",0,"1,139,099","1,162,568.00",88.10,50.16,37.94,0.00,"9,223.00","514,527",0.41,Moderna; Pfizer/BioNTech
"46,317",Japan,JPN,2021-08-15,"109,911,890","62,680,094","47,231,796",0,0,"1,116,337.00",87.20,49.73,37.47,0.00,"8,856.00","490,590",0.39,Moderna; Pfizer/BioNTech
"46,316",Japan,JPN,2021-08-14,0,0,0,0,0,"1,150,339.00",0.00,0.00,0.00,0.00,"9,126.00","501,432",0.40,
"46,315",Japan,JPN,2021-08-13,0,0,0,0,0,"1,184,341.00",0.00,0.00,0.00,0.00,"9,396.00","512,273",0.41,
"46,314",Japan,JPN,2021-08-12,"108,179,498","61,757,353","46,422,145",0,"1,097,927","1,218,344.00",85.82,48.99,36.83,0.00,"9,666.00","523,114",0.42,Moderna; Pfizer/BioNTech
"46,313",Japan,JPN,2021-08-11,"107,081,571","61,190,128","45,891,443",0,"1,401,021","1,256,766.00",84.95,48.54,36.41,0.00,"9,970.00","535,295",0.43,Moderna; Pfizer/BioNTech
"46,312",Japan,JPN,2021-08-10,"105,680,550","60,534,603","45,145,947",0,"2,767,535","1,997,542.00",83.84,48.02,35.82,0.00,"15,847.00","1,156,833",0.92,Moderna; Pfizer/BioNTech
"46,311",Japan,JPN,2021-08-09,"102,913,015","59,629,433","43,283,582",0,0,"1,718,949.00",81.64,47.31,34.34,0.00,"13,637.00","1,080,295",0.86,Moderna; Pfizer/BioNTech
"46,310",Japan,JPN,2021-08-08,0,0,0,0,0,"1,724,842.00",0.00,0.00,0.00,0.00,"13,684.00","1,081,239",0.86,
"46,309",Japan,JPN,2021-08-07,0,0,0,0,0,"1,742,929.00",0.00,0.00,0.00,0.00,"13,827.00","1,088,570",0.86,
"46,308",Japan,JPN,2021-08-06,0,0,0,0,0,"1,805,041.00",0.00,0.00,0.00,0.00,"14,320.00","1,106,517",0.88,
"46,307",Japan,JPN,2021-08-05,"99,651,092","58,095,553","41,555,539",0,"1,366,886","1,858,539.00",79.06,46.09,32.97,0.00,"14,744.00","1,119,378",0.89,Moderna; Pfizer/BioNTech
"46,306",Japan,JPN,2021-08-04,"98,284,206","57,443,062","40,841,144",0,"6,586,453","1,833,546.00",77.97,45.57,32.40,0.00,"14,546.00","1,092,282",0.87,Moderna; Pfizer/BioNTech
"46,305",Japan,JPN,2021-08-03,"91,697,753","52,436,769","39,260,984",0,"817,379","1,068,429.00",72.75,41.60,31.15,0.00,"8,476.00","443,865",0.35,Moderna; Pfizer/BioNTech
"46,304",Japan,JPN,2021-08-02,"90,880,374","52,067,366","38,813,008",0,"856,734","1,127,507.00",72.10,41.31,30.79,0.00,"8,945.00","458,748",0.36,Moderna; Pfizer/BioNTech
"46,303",Japan,JPN,2021-08-01,"90,023,640","51,677,291","38,346,349",0,"942,088","1,176,847.00",71.42,41.00,30.42,0.00,"9,336.00","465,163",0.37,Moderna; Pfizer/BioNTech
"46,302",Japan,JPN,2021-07-31,"89,081,552","51,242,500","37,839,052",0,"1,250,268","1,190,234.00",70.67,40.65,30.02,0.00,"9,442.00","451,744",0.36,Moderna; Pfizer/BioNTech
"46,301",Japan,JPN,2021-07-30,"87,831,284","50,733,402","37,097,882",0,"1,189,965","1,170,532.00",69.68,40.25,29.43,0.00,"9,286.00","431,340",0.34,Moderna; Pfizer/BioNTech
"46,300",Japan,JPN,2021-07-29,"86,641,319","50,259,909","36,381,410",0,"1,191,937","1,058,784.00",68.74,39.87,28.86,0.00,"8,400.00","389,331",0.31,Moderna; Pfizer/BioNTech
"46,299",Japan,JPN,2021-07-28,"85,449,382","49,797,088","35,652,294",0,"1,230,634","966,186.00",67.79,39.51,28.28,0.00,"7,665.00","357,723",0.28,Moderna; Pfizer/BioNTech
"46,298",Japan,JPN,2021-07-27,"84,218,748","49,329,712","34,889,036",0,"1,230,924","968,835.00",66.81,39.13,27.68,0.00,"7,686.00","370,666",0.29,Moderna; Pfizer/BioNTech
"46,297",Japan,JPN,2021-07-26,"82,987,824","48,856,128","34,131,696",0,"1,202,110","975,417.00",65.84,38.76,27.08,0.00,"7,738.00","392,463",0.31,Moderna; Pfizer/BioNTech
"46,296",Japan,JPN,2021-07-25,"81,785,714","48,421,148","33,364,566",0,"1,035,802","950,272.00",64.88,38.41,26.47,0.00,"7,539.00","385,495",0.31,Moderna; Pfizer/BioNTech
"46,295",Japan,JPN,2021-07-24,"80,749,912","48,080,291","32,669,621",0,"1,112,355","972,648.00",64.06,38.14,25.92,0.00,"7,716.00","411,286",0.33,Moderna; Pfizer/BioNTech
"46,294",Japan,JPN,2021-07-23,"79,637,557","47,714,022","31,923,535",0,"407,726","1,003,471.00",63.18,37.85,25.33,0.00,"7,961.00","456,473",0.36,Moderna; Pfizer/BioNTech
"46,293",Japan,JPN,2021-07-22,"79,229,831","47,534,591","31,695,240",0,"543,749","1,134,015.00",62.86,37.71,25.14,0.00,"8,996.00","529,855",0.42,Moderna; Pfizer/BioNTech
"46,292",Japan,JPN,2021-07-21,"78,686,082","47,293,027","31,393,055",0,"1,249,182","1,244,308.00",62.42,37.52,24.91,0.00,"9,871.00","591,282",0.47,Moderna; Pfizer/BioNTech
"46,291",Japan,JPN,2021-07-20,"77,436,900","46,735,047","30,701,853",0,"1,276,998","1,259,534.00",61.43,37.08,24.36,0.00,"9,992.00","609,596",0.48,Moderna; Pfizer/BioNTech
"46,290",Japan,JPN,2021-07-19,"76,159,902","46,108,886","30,051,016",0,"1,026,092","1,271,765.00",60.42,36.58,23.84,0.00,"10,089.00","620,043",0.49,Moderna; Pfizer/BioNTech
"46,289",Japan,JPN,2021-07-18,"75,133,810","45,722,681","29,411,129",0,"1,192,431","1,320,413.00",59.61,36.27,23.33,0.00,"10,475.00","663,001",0.53,Moderna; Pfizer/BioNTech
"46,288",Japan,JPN,2021-07-17,"73,941,379","45,201,289","28,740,090",0,"1,328,116","1,330,841.00",58.66,35.86,22.80,0.00,"10,558.00","678,222",0.54,Moderna; Pfizer/BioNTech
"46,287",Japan,JPN,2021-07-16,"72,613,263","44,518,711","28,094,552",0,"1,321,534","1,348,964.00",57.61,35.32,22.29,0.00,"10,702.00","699,218",0.56,Moderna; Pfizer/BioNTech
"46,286",Japan,JPN,2021-07-15,"71,291,729","43,825,603","27,466,126",0,"1,315,801","1,365,699.00",56.56,34.77,21.79,0.00,"10,835.00","714,624",0.57,Moderna; Pfizer/BioNTech
"46,285",Japan,JPN,2021-07-14,"69,975,928","43,154,051","26,821,877",0,"1,355,767","1,384,779.00",55.51,34.24,21.28,0.00,"10,986.00","734,221",0.58,Moderna; Pfizer/BioNTech
"46,284",Japan,JPN,2021-07-13,"68,620,161","42,467,877","26,152,284",0,"1,362,614","1,400,201.00",54.44,33.69,20.75,0.00,"11,108.00","753,814",0.60,Moderna; Pfizer/BioNTech
"46,283",Japan,JPN,2021-07-12,"67,257,547","41,768,587","25,488,960",0,"1,366,629","1,415,830.00",53.36,33.14,20.22,0.00,"11,232.00","768,790",0.61,Moderna; Pfizer/BioNTech
"46,282",Japan,JPN,2021-07-11,"65,890,918","41,081,673","24,809,245",0,"1,265,429","1,426,668.00",52.27,32.59,19.68,0.00,"11,318.00","782,852",0.62,Moderna; Pfizer/BioNTech
"46,281",Japan,JPN,2021-07-10,"64,625,489","40,453,736","24,171,753",0,"1,454,974","1,427,161.00",51.27,32.09,19.18,0.00,"11,322.00","795,948",0.63,Moderna; Pfizer/BioNTech
"46,280",Japan,JPN,2021-07-09,"63,170,515","39,624,184","23,546,331",0,"1,438,679","1,410,201.00",50.12,31.44,18.68,0.00,"11,188.00","781,395",0.62,Moderna; Pfizer/BioNTech
"46,279",Japan,JPN,2021-07-08,"61,731,836","38,823,238","22,908,598",0,"1,449,361","1,366,938.00",48.97,30.80,18.17,0.00,"10,844.00","728,426",0.58,Moderna; Pfizer/BioNTech
"46,278",Japan,JPN,2021-07-07,"60,282,475","38,014,507","22,267,968",0,"1,463,718","1,330,801.00",47.82,30.16,17.67,0.00,"10,558.00","684,146",0.54,Moderna; Pfizer/BioNTech
"46,277",Japan,JPN,2021-07-06,"58,818,757","37,191,182","21,627,575",0,"1,472,018","1,325,335.00",46.66,29.50,17.16,0.00,"10,514.00","666,169",0.53,Moderna; Pfizer/BioNTech
"46,276",Japan,JPN,2021-07-05,"57,346,739","36,387,054","20,959,685",0,"1,442,494","1,318,101.00",45.49,28.87,16.63,0.00,"10,457.00","648,550",0.52,Moderna; Pfizer/BioNTech
"46,275",Japan,JPN,2021-07-04,"55,904,245","35,601,708","20,302,537",0,"1,268,883","1,310,158.00",44.35,28.24,16.11,0.00,"10,394.00","633,280",0.50,Moderna; Pfizer/BioNTech
"46,274",Japan,JPN,2021-07-03,"54,635,362","34,882,097","19,753,265",0,"1,336,257","1,306,996.00",43.34,27.67,15.67,0.00,"10,369.00","632,083",0.50,Moderna; Pfizer/BioNTech
"46,273",Japan,JPN,2021-07-02,"53,299,105","34,154,418","19,144,687",0,"1,135,838","1,295,796.00",42.28,27.10,15.19,0.00,"10,280.00","624,871",0.50,Moderna; Pfizer/BioNTech
"46,272",Japan,JPN,2021-07-01,"52,163,267","33,724,253","18,439,014",0,"1,196,399","1,327,979.00",41.38,26.75,14.63,0.00,"10,535.00","660,122",0.52,Moderna; Pfizer/BioNTech
"46,271",Japan,JPN,2021-06-30,"50,966,868","33,225,486","17,741,382",0,"1,425,453","1,352,440.00",40.43,26.36,14.07,0.00,"10,729.00","686,948",0.55,Moderna; Pfizer/BioNTech
"46,270",Japan,JPN,2021-06-29,"49,541,415","32,528,002","17,013,413",0,"1,421,382","1,346,407.00",39.30,25.81,13.50,0.00,"10,681.00","688,634",0.55,Moderna; Pfizer/BioNTech
"46,269",Japan,JPN,2021-06-28,"48,120,033","31,847,206","16,272,827",0,"1,386,895","1,335,600.00",38.18,25.27,12.91,0.00,"10,596.00","691,793",0.55,Moderna; Pfizer/BioNTech
"46,268",Japan,JPN,2021-06-27,"46,733,138","31,168,748","15,564,390",0,"1,246,748","1,327,159.00",37.07,24.73,12.35,0.00,"10,529.00","696,289",0.55,Moderna; Pfizer/BioNTech
"46,267",Japan,JPN,2021-06-26,"45,486,390","30,457,515","15,028,875",0,"1,257,860","1,302,749.00",36.09,24.16,11.92,0.00,"10,335.00","686,320",0.54,Moderna; Pfizer/BioNTech
"46,266",Japan,JPN,2021-06-25,"44,228,530","29,780,323","14,448,207",0,"1,361,116","1,276,863.00",35.09,23.63,11.46,0.00,"10,130.00","681,381",0.54,Moderna; Pfizer/BioNTech
"46,265",Japan,JPN,2021-06-24,"42,867,414","29,103,397","13,764,017",0,"1,367,625","1,255,352.00",34.01,23.09,10.92,0.00,"9,959.00","677,968",0.54,Moderna; Pfizer/BioNTech
"46,264",Japan,JPN,2021-06-23,"41,499,789","28,416,848","13,082,941",0,"1,383,225","1,240,246.00",32.92,22.54,10.38,0.00,"9,839.00","676,550",0.54,Moderna; Pfizer/BioNTech
"46,263",Japan,JPN,2021-06-22,"40,116,564","27,707,562","12,409,002",0,"1,345,732","1,221,773.00",31.83,21.98,9.84,0.00,"9,693.00","669,711",0.53,Moderna; Pfizer/BioNTech
"46,262",Japan,JPN,2021-06-21,"38,770,832","27,004,653","11,766,179",0,"1,327,805","1,203,187.00",30.76,21.42,9.33,0.00,"9,545.00","665,912",0.53,Moderna; Pfizer/BioNTech
"46,261",Japan,JPN,2021-06-20,"37,443,027","26,294,725","11,148,302",0,"1,075,877","1,185,885.00",29.70,20.86,8.84,0.00,"9,408.00","661,436",0.53,Moderna; Pfizer/BioNTech
"46,260",Japan,JPN,2021-06-19,"36,367,150","25,653,272","10,713,878",0,"1,076,664","1,161,346.00",28.85,20.35,8.50,0.00,"9,213.00","654,087",0.52,Moderna; Pfizer/BioNTech
